job_title,masc,fem
Investment Advisor Sr - PNCI (F),0.020107238605898123,0.010723860589812333
Sales / Finance Negotiators / Client Advisors / $2,000 Monthly Guarantee,0.01059322033898305,0.0
Senior Data Engineer- Platform Development,0.006791171477079796,0.0050933786078098476
Account Specialist,0.010903426791277258,0.03271028037383177
Associate Software Developer,0.007042253521126761,0.014084507042253521
Quant Specialist Sales (Enterprise Data Sales),0.007142857142857143,0.0125
General Manager,0.015891032917139614,0.007945516458569807
Delivery Driver / Hospitality Associate,0.014450867052023121,0.01300578034682081
Account Executive, Enterprise Preferred,0.017429193899782137,0.004357298474945534
Lids Assistant Manager Full-Time,0.00946372239747634,0.006309148264984227
Senior Materials Associate,0.013888888888888888,0.025
Sr. Salesforce Admin,0.007462686567164179,0.005597014925373134
Sales Associate/Beauty Advisor,0.0027548209366391185,0.008264462809917356
SALT Staff Accountant,0.009615384615384616,0.003205128205128205
Production Systems Engineer (Contract to Perm),0.011254019292604502,0.012861736334405145
Marketing Coordinator and Assistant to the Dean,0.008064516129032258,0.016129032258064516
Data Architect - Data Warehouse & MPP - Nationwide Opportunities,0.01721170395869191,0.008605851979345954
Manager, New Market Development,0.016042780748663103,0.0053475935828877
Sales Development Representative,0.015424164524421594,0.015424164524421594
Account Executive,0.01972386587771203,0.009861932938856016
Enterprise SaaS Sales Executive,0.020253164556962026,0.012658227848101266
Account Manager - Local Government,0.010471204188481676,0.01832460732984293
Associate Marketing Science Analyst,0.03735144312393888,0.0050933786078098476
MES & Controls Engineer Manager,0.014066496163682864,0.0076726342710997444
Sales Photographer Pirates Adventure,0.01201923076923077,0.002403846153846154
Sr Partner Development - Oil & Gas/Power & Utilities,0.007320644216691069,0.008784773060029283
Lids Assistant Manager Full-Time,0.00946372239747634,0.006309148264984227
Assistant Store Manager Trainee,0.0093603744149766,0.0109204368174727
Sr. Security Consultant - PCI Qualified Security Assessor,0.0166358595194085,0.011090573012939002
Salesforce Marketing Demandware Cloudcraze Technical Consultant,0.013993541442411194,0.008611410118406888
Business Development Associate Intern,0.010676156583629894,0.014234875444839857
Content Writer,0.009271523178807948,0.006622516556291391
Freelance Photographer - Washington DC,0.0,0.006230529595015576
Project Engineer,0.006596306068601583,0.0079155672823219
Manager, Implementation,0.009505703422053232,0.009505703422053232
Account Executive (Digital Sales),0.01949317738791423,0.003898635477582846
Estimator,0.005813953488372093,0.011627906976744186
Salesforce Solution Architect,0.011695906432748537,0.007797270955165692
Sales Representative,0.010126582278481013,0.017721518987341773
Marketing Coordinator,0.011009174311926606,0.011009174311926606
Manager, Sales Development,0.030864197530864196,0.012345679012345678
Inside Sales Representative,0.013544018058690745,0.013544018058690745
Audit Manager,0.01924839596700275,0.01833180568285976
Guest Service Agent/Front Desk,0.01015228426395939,0.012690355329949238
Human Resources Expert,0.013679890560875513,0.008207934336525308
Finance & Insurance Manager,0.015873015873015872,0.015873015873015872
Technical Training Manager,0.013916500994035786,0.011928429423459244
Badging Specialist,0.002070393374741201,0.010351966873706004
Assistant Director of Development, College of Business,0.004651162790697674,0.004651162790697674
Sales Representatives,0.0,0.0
Advertising Account Executive,0.006420545746388443,0.012841091492776886
Cell Phone Technician,0.0018832391713747645,0.005649717514124294
Warehouse Clerk -2nd shift - Robbinsville, NJ,0.014326647564469915,0.0057306590257879654
Sr. Client Engagement Manager,0.0044004400440044,0.0121012101210121
Sales Supervisor,0.014925373134328358,0.018656716417910446
Senior Software Development Engineer,0.025225225225225224,0.010810810810810811
Account Executive (Inside Sales),0.010416666666666666,0.006944444444444444
Site Marketing Coordinator,0.01818181818181818,0.01818181818181818
New Business Development,0.03184713375796178,0.012738853503184714
Mortgage Loan Officer,0.012376237623762377,0.012376237623762377
Meat Management,0.008635578583765112,0.008635578583765112
Salesforce Solution Architect -Consultant,0.0178359096313912,0.0047562425683709865
Advertising Account Executive,0.02,0.016
ABM Healthcare System Director of Clinical Engineering,0.017374517374517374,0.013513513513513514
Credit and Collections Supervisor,0.010869565217391304,0.016304347826086956
Lids District Mgr in Training (DMIT),0.007159904534606206,0.014319809069212411
Business Consultant,0.01437908496732026,0.009150326797385621
Senior Software Engineer- Backend,0.0,0.013368983957219251
Digital Account Executive,0.008438818565400843,0.012658227848101266
Customer Success Manager - CSM,0.011961722488038277,0.014354066985645933
Move-in Coordinator,0.00510204081632653,0.025510204081632654
Purchasing Agent,0.013513513513513514,0.0
Inside Sales Associate,0.029069767441860465,0.01744186046511628
Lumber Estimator,0.006335797254487857,0.009503695881731784
Sr. Project Manager (Agile, External Client Engagement),0.014331210191082803,0.01910828025477707
Safety Services Consultant,0.00936768149882904,0.00702576112412178
Software Customer Support (B2B, SaaS),0.007371007371007371,0.012285012285012284
IT Support Mac Specialist - AI-driven Revenue Operations,0.013846153846153847,0.02
Business Manager,0.01078167115902965,0.013477088948787063
Security Architect,0.006944444444444444,0.0
Business Development Commercial Vehicle Specialist,0.0,0.01652892561983471
Part-Time Leasing Consultant,0.007561436672967864,0.003780718336483932
Marketing Website Producer,0.011655011655011656,0.03263403263403263
Sales Associate, Retail Part Time,0.013232514177693762,0.005671077504725898
Sr. Solution Architect, Federal,0.013717421124828532,0.00823045267489712
CPA Accountant,0.0,0.0
Website Marketing Manager,0.01020408163265306,0.004251700680272109
Associate Marketing Manager, GTM,0.009876543209876543,0.009876543209876543
Staff Accountant,0.010968921389396709,0.016453382084095063
Mortgage Loan Officer,0.012867647058823529,0.009191176470588236
Museum Store Assistant Full Time,0.0056925996204933585,0.013282732447817837
Accounting & Financial Support 3 - Accounts Payable Processor,0.0074850299401197605,0.010479041916167664
Research Manager,0.022167487684729065,0.007389162561576354
SAP Data Architect (MDG, BODS) - Senior Consultant,0.015130674002751032,0.002751031636863824
Data Analytics Manager,0.029411764705882353,0.01838235294117647
Warehouse Associate (Part-Time),0.008547008547008548,0.004273504273504274
Macy's Locker Room Assistant Manager Full-Time,0.00946372239747634,0.006309148264984227
Sales Account Executive,0.01440922190201729,0.01440922190201729
Systems/Sales Engineer,0.007987220447284345,0.006389776357827476
Brand Marketing Content Manager,0.013927576601671309,0.005571030640668524
Finance Manager,0.017035775127768313,0.010221465076660987
Shift Leader,0.014210919970082274,0.0037397157816005983
Department Manager,0.005555555555555556,0.0125
Account Executive,0.0064516129032258064,0.0032258064516129032
Shift Manager,0.010739856801909307,0.017899761336515514
Performance Manager,0.025597269624573378,0.006825938566552901
Director of Operations,0.007713498622589532,0.018732782369146005
Stylist - Part Time,0.01020408163265306,0.006802721088435374
Sales Associate/Beauty Advisor,0.0027548209366391185,0.008264462809917356
Store Team Member,0.006544502617801047,0.011780104712041885
Lids Store Manager,0.0072992700729927005,0.0024330900243309003
Financial Planner,0.019748653500897665,0.00718132854578097
Studio Manager,0.01034928848641656,0.0129366106080207
Program Manager,0.01098901098901099,0.01978021978021978
Account Executive,0.010606060606060607,0.012121212121212121
Print & Marketing Associate,0.004335260115606936,0.014450867052023121
Remote Licensed Mortgage Loan Officer,0.01098901098901099,0.01282051282051282
Technical Marketing Engineer,0.008726003490401396,0.006980802792321117
Cafe Supervisor,0.013435700575815739,0.011516314779270634
Sr Data Architect - Data Warehouse & MPP - Nationwide Opportunities,0.016666666666666666,0.008333333333333333
Account Executive III- Charlotte, NC,0.014965986394557823,0.013605442176870748
Destination Sales Executive,0.005770816158285243,0.011541632316570486
National Account Manager,0.015202702702702704,0.008445945945945946
Customer Service Representative,0.008113590263691683,0.014198782961460446
Solution Consultant,0.009615384615384616,0.009615384615384616
Controller for Custom Home Builder,0.007194244604316547,0.007194244604316547
AV Systems Drawings AutoCAD Engineer,0.012345679012345678,0.00823045267489712
Sales Specialist, Xi Cloud Services - West,0.013592233009708738,0.011650485436893204
Account Manager - RCCB,0.008583690987124463,0.006437768240343348
City Brand Ambassador - Chicago (Countryside),0.010084033613445379,0.0016806722689075631
Executive Director, Creative, MAC North America,0.009719222462203024,0.00755939524838013
PT Perishable Associate,0.0,0.011363636363636364
Analyst, Workforce Management,0.01026694045174538,0.01642710472279261
Application Security Engineer III,0.006700167504187605,0.005025125628140704
Vice President, Business Development,0.012861736334405145,0.00964630225080386
DIRECTOR OF SALES & MARKETING,0.008547008547008548,0.017094017094017096
Customer Success Manager,0.0076045627376425855,0.015209125475285171
key holder,0.008108108108108109,0.006756756756756757
Manager, Business Development,0.010291595197255575,0.012006861063464836
Leasing Consultant,0.009720534629404616,0.0036452004860267314
Lids Assistant Manager Full-Time,0.00946372239747634,0.006309148264984227
Business Development Manager,0.01606425702811245,0.01606425702811245
Account Executive Entry Level- Chattanooga,0.007707129094412331,0.010597302504816955
Project Manager,0.007832898172323759,0.007832898172323759
Personal Training Manager,0.01876675603217158,0.00804289544235925
Business Development Manager,0.00823045267489712,0.006172839506172839
EDI Specialist,0.00686106346483705,0.010291595197255575
Associate Director Biostatistics,0.020960108181203516,0.0196078431372549
Senior IT Project Manager,0.018404907975460124,0.007668711656441718
FRONT END DEPARTMENT,0.0,0.007894736842105263
Front Office,0.0,0.0
Reservations Agent - Evenings and Weekends,0.0,0.0
Branch Sales & Service Associate I (U)(MLO) - Personal Banker,0.00847457627118644,0.013317191283292978
Specialist-Property Admin,0.0,0.0158311345646438
Service Adviser,0.005988023952095809,0.010479041916167664
Technical Support,0.020066889632107024,0.006688963210702341
Solution Architect,0.01882845188284519,0.01882845188284519
Macy's Great Northern Mall, North Olmsted, OH: Sales Supervisor,0.018404907975460124,0.012269938650306749
Relationship Banker - Folsom, CA,0.003745318352059925,0.00749063670411985
Membership Coordinator,0.012292118582791034,0.026030368763557483
Lids District Mgr in Training (DMIT),0.007159904534606206,0.014319809069212411
Project Manager,0.012109623964308477,0.005098789037603569
Unified Communications Engineer,0.008733624454148471,0.008733624454148471
Senior Account Manager or Account Manager - Washington DC,0.009191176470588236,0.011029411764705883
Media Artist,0.008174386920980926,0.013623978201634877
Account Director-Ent Sales,0.009070294784580499,0.015873015873015872
The UPS Store Center Associate Crown Point/Merrillville Highland & Dyer,0.0029411764705882353,0.008823529411764706
Technical Services Analyst,0.021035598705501618,0.024271844660194174
Advertising Assistant,0.009478672985781991,0.004739336492890996
Lids Store Manager,0.0072992700729927005,0.0024330900243309003
Pharmacy Buyer I,0.004651162790697674,0.018604651162790697
Marine Painter/Blaster,0.011009174311926606,0.009174311926605505
Sitecore Strategist/Configurator,0.03074141048824593,0.0108499095840868
Customer Service / Tech Repair,0.0072992700729927005,0.005474452554744526
Director of Sales,0.018145161290322582,0.02217741935483871
SDK Product Marketing Manager - Robotics,0.014760147601476014,0.016605166051660517
Director, Consulting - Enterprise Legal Management,0.021244309559939303,0.007587253414264037
FT Produce Manager,0.00430416068866571,0.01291248206599713
Principal Business Development Manager, Autonomous Vehicles Computing,0.02247191011235955,0.0056179775280898875
Territory Associate - Mountain West Region, US,0.010507880910683012,0.0070052539404553416
Product Manager, Pricing Solutions,0.02146690518783542,0.01073345259391771
Sales Development Manager,0.020967741935483872,0.004838709677419355
Account Executive - Energy Solutions - Building Products - East Coast,0.008025682182985553,0.006420545746388443
Delphi Software Engineer,0.012605042016806723,0.011204481792717087
Food Service Department Clerk,0.002857142857142857,0.014285714285714285
Sales and Design Consultant,0.008264462809917356,0.0027548209366391185
Guest Service Agent/Front Desk,0.011611030478955007,0.011611030478955007
Pre Sales Solutions Architect,0.010256410256410256,0.010256410256410256
Digital Marketplace Coordinator,0.005016722408026756,0.010033444816053512
Production and Scheduling Associate,0.007352941176470588,0.009191176470588236
IT SPECIALIST (PLCYPLN),0.013848396501457727,0.008746355685131196
Senior Marketing Manager, SMB Advertising,0.006309148264984227,0.028391167192429023
Business Development Operations,0.012315270935960592,0.017241379310344827
Part Time Field Technician Tier 2,0.006983240223463687,0.00558659217877095
Account Executive, Mid Market - Duo Security,0.013059701492537313,0.018656716417910446
Store Team Lead,0.022770398481973434,0.009487666034155597
Collections Analyst,0.02250351617440225,0.01828410689170183
Dairy Frozen Management,0.008944543828264758,0.01073345259391771
Store Associate (location: Hidalgo St.),0.006535947712418301,0.009150326797385621
Lead Advisor - Aveda - 24hrs - PartTime - Winston-Salem, NC,0.012578616352201259,0.006289308176100629
Senior Living Advisor,0.011423550087873463,0.007908611599297012
Hi-Tech SAP Finance Senior Manager,0.021897810218978103,0.004171011470281543
Customer Service Representative,0.003472222222222222,0.012152777777777778
Senior Consulting Engineer - Network Security,0.012280701754385965,0.007017543859649123
Shipping and Receiving Clerk,0.0022172949002217295,0.0066518847006651885
Account Manager,0.013227513227513227,0.014109347442680775
Event Manager,0.017361111111111112,0.013888888888888888
Lead, Strategic Pricing,0.02604920405209841,0.013024602026049204
Marketing Communications Project Manager, IoT,0.007561436672967864,0.007561436672967864
Arcade & Cinema Technician,0.005291005291005291,0.024691358024691357
GMIT,0.009433962264150943,0.008254716981132075
Manager, Business Optimization,0.01641025641025641,0.014358974358974359
Logistics and Dispatcher Coordinator,0.009823182711198428,0.003929273084479371
Senior DevOps Engineer,0.011142061281337047,0.016713091922005572
Sales Associate/Beauty Advisor,0.0027548209366391185,0.008264462809917356
Microsoft Dynamics 365 Finance and Operations (D365F&O)/AX Developer,0.009036144578313253,0.009036144578313253
Retail Sales Teammate,0.01904761904761905,0.03333333333333333
Customer Service Coordinator,0.011152416356877323,0.007434944237918215
Retail Team Leader - Sugarloaf 152,0.008748906386701663,0.013123359580052493
Customer Training Specialist,0.00819672131147541,0.00819672131147541
Employer Reputation & Sourcing Lead - Americas (Preferred Mars Hub in Americas),0.020792079207920793,0.004455445544554455
Management Trainee,0.006329113924050633,0.004219409282700422
Fitness Manager,0.009472259810554804,0.016238159675236806
Field Application Engineer (FAE),0.01485148514851485,0.034653465346534656
Customer Advocacy Marketing Manager,0.01192504258943782,0.0068143100511073255
Sales Management Trainee Intern,0.0103359173126615,0.0103359173126615
Account Manager,0.008075370121130552,0.009421265141318977
Product Marketing Manager,0.017069701280227598,0.01422475106685633
Leasing Consultant,0.014545454545454545,0.014545454545454545
Professional Services Sales Manager,0.008771929824561403,0.013157894736842105
AI Workload Strategist,0.015089163237311385,0.012345679012345678
Project Manager, Industrial PCs,0.01794453507340946,0.022838499184339316
Client Executive- Bentonville, Arkansas,0.016260162601626018,0.026422764227642278
IT Sales Representative,0.0223463687150838,0.002793296089385475
Delivery Manager,0.0056657223796034,0.0028328611898017
IT COMPANY SEEKING NJ SALES ASSISTANT MANDARIN IS A PLUS,0.0,0.006172839506172839
Supply Planning Manager,0.01335559265442404,0.01335559265442404
CHAPTER RELATIONSHIP MANAGER,0.0137524557956778,0.009823182711198428
Principal Consultant – Digital Marketing - NetSuite eCommerce Services,0.023923444976076555,0.007655502392344498
Marketing Manager, Kenzo Fragrance & Social,0.023423423423423424,0.0018018018018018018
Business Development Manager - Final Mile,0.016299137104506232,0.006711409395973154
Systems Engineer - App Performance Management - 1-3 years of exp,0.007194244604316547,0.012589928057553957
Sales Recruiter,0.009836065573770493,0.03442622950819672
Renewal Operations Analyst,0.01002004008016032,0.01603206412825651
Email & Social Marketing Analyst,0.010101010101010102,0.005050505050505051
Brand Partnership Coordinator,0.011004126547455296,0.015130674002751032
Call Center Customer Service Representative (Technical Support),0.0036855036855036856,0.0171990171990172
Inside Sales Account Manager,0.010465116279069767,0.0034883720930232558
Brnch Sls&SrvcAssoc I(U)(MLO),0.008177570093457943,0.012850467289719626
Accounting Receivable Clerk,0.016556291390728478,0.009933774834437087
Electronic Banking Specialist,0.00411522633744856,0.01748971193415638
Account Manager - Enterprise,0.015037593984962405,0.013157894736842105
Director of Marketing,0.03110047846889952,0.007177033492822967
Crew Leader - Hourly Shift Leader,0.019787985865724382,0.022614840989399292
Enterprise Account Development Representative,0.013986013986013986,0.0013986013986013986
Research Engineer,0.02127659574468085,0.014893617021276596
Strategic Account Executive,0.006379585326953748,0.011164274322169059
Division IT Support,0.0,0.014326647564469915
Fulfillment Team Member (eCommerce / Shipping department),0.011441647597254004,0.011441647597254004
Account Executive - Online Division,0.012755102040816327,0.01020408163265306
Corp Field Account Executive - Houston,0.005084745762711864,0.01694915254237288
Lids District Mgr in Training (DMIT),0.007159904534606206,0.014319809069212411
Senior Logistics Analyst,0.02699662542182227,0.01124859392575928
Master Control Coordinator,0.010092514718250631,0.021867115222876366
Sales Executive,0.005813953488372093,0.014534883720930232
Business Development Executive - Payments,0.015712682379349047,0.01122334455667789
Sr. Business Intelligence Analyst,0.031413612565445025,0.0034904013961605585
Avionics Installation Technician,0.017964071856287425,0.003992015968063872
Salesforce Administrator,0.007886435331230283,0.017350157728706624
Inside Sales Executive,0.011583011583011582,0.007722007722007722
Community Mortgage Specialist,0.008928571428571428,0.008928571428571428
Major Account Executive,0.008869179600886918,0.0066518847006651885
Consultant,0.009408602150537635,0.006720430107526882
Convention Services Manager,0.0026560424966799467,0.01195219123505976
Partner Programs Manager, Stadia Content Planning,0.014263074484944533,0.014263074484944533
Diesel Technician,0.00338409475465313,0.01015228426395939
HVAC TB Sr Controls Tech,0.011235955056179775,0.006741573033707865
Buyer,0.0273224043715847,0.012750455373406194
Senior Government Pharmacy Consultant,0.028747433264887063,0.008213552361396304
Business Office Manager,0.012145748987854251,0.0
Salesforce Systems Developer,0.014227642276422764,0.008130081300813009
Front-end Software Engineer,0.012269938650306749,0.014314928425357873
Inside Product Specialist - Nashville, Tennessee,0.01485148514851485,0.012376237623762377
2020 Summer Internships,0.01020408163265306,0.0
Associate District Sales Manager (Direct Sales) | ADP | Enterprise Accounts,0.011668611435239206,0.011668611435239206
Global Account Executive,0.012113055181695828,0.006729475100942127
Project Deployment Manager,0.010626992561105207,0.012752391073326248
General Manager,0.01015228426395939,0.015228426395939087
Assistant Manager - Eyeglasses,0.010075566750629723,0.007556675062972292
Sales Executive, Enterprise,0.007621951219512195,0.010670731707317074
Escrow Assistant,0.0,0.006968641114982578
Director, PMO IT,0.010351966873706004,0.013457556935817806
Customer Success Manager, Retail Media,0.014207650273224045,0.006557377049180328
IQVIA Technology Sales Director,0.02118270079435128,0.00794351279788173
Interior Designer - Design Consultant,0.005270092226613966,0.010540184453227932
FT Perishable Associate,0.0,0.011363636363636364
Partner Programs Manager, Stadia Content Planning,0.014263074484944533,0.014263074484944533
Audiologist Huntsville, TX,0.003795066413662239,0.015180265654648957
Technical Lead, (Product Insights & Experiments (PIX)),0.013779527559055118,0.011811023622047244
Solutions Architect,0.00322061191626409,0.01288244766505636
Regional Delivery Director,0.01,0.01625
Purchasing Agent,0.018666666666666668,0.016
Sr. Service Delivery Manager,0.00684931506849315,0.0017123287671232876
Product Manager, Global Business Operations,0.017857142857142856,0.0125
Business Development Representative,0.020942408376963352,0.015706806282722512
Vehicle Entry Manager,0.014557670772676373,0.012318029115341545
Marketing Assistant, Project Manager,0.015901060070671377,0.0176678445229682
Product Manager - Performance and Scalability Engineering,0.006872852233676976,0.010309278350515464
Human Resources Expert,0.013679890560875513,0.008207934336525308
Regional 3rd Party Account Coordinator - Wyndham Vacation Rentals (Breckenridge),0.001841620626151013,0.011049723756906077
Real Estate Buyer Specialist,0.01680672268907563,0.0070028011204481795
RETAIL ASSOCIATE,0.00390625,0.0078125
Youth Soccer Manager,0.019390581717451522,0.0
Assistant Retail Facility Manager 1,0.00267379679144385,0.008021390374331552
Assistant Marketing Communications Specialist,0.004608294930875576,0.027649769585253458
Mortgage Loan Originator,0.008565310492505354,0.008565310492505354
Account Manager,0.020689655172413793,0.006896551724137931
Levin Sales Associate,0.006033182503770739,0.004524886877828055
Manager, Supply Chain Analytics & Projects,0.02030456852791878,0.015228426395939087
Systems Engineer/Technical Account Manager,0.007371007371007371,0.002457002457002457
Resource Specialist,0.0,0.01079136690647482
Sales Engineer – Federal (Top Secret Clearance),0.01358695652173913,0.012228260869565218
FABRICATION PROJECT MANAGER,0.017271157167530225,0.010362694300518135
RSA Archer Field Sales Specialist - Southern California,0.009817671809256662,0.025245441795231416
Corporate Account Executive,0.010185185185185186,0.011111111111111112
Visual Stylist (full time),0.002894356005788712,0.00723589001447178
Outside Sales - precast drainage - Stone Mountain, GA,0.01337295690936107,0.007429420505200594
Sales Associate/Beauty Advisor,0.0027548209366391185,0.008264462809917356
Senior Front-End Engineer (Angular),0.021148036253776436,0.006042296072507553
Business Development Representative,0.005763688760806916,0.01440922190201729
Solutions Consultant, Technical Integrations,0.006359300476947536,0.017488076311605722
Director of Enterprise Sales,0.01977401129943503,0.00847457627118644
Ad Sales Account Executive,0.01568627450980392,0.00784313725490196
Quality Assurance - Automation Engineer,0.030501089324618737,0.008714596949891068
Public Sector Marketing Manager,0.01744186046511628,0.001937984496124031
Fruit Expert® - Customer Service & Production,0.0023094688221709007,0.018475750577367205
Floating Teller - Farrell, PA,0.004032258064516129,0.012096774193548387
Sr. Merchandise Planner,0.015822784810126583,0.011603375527426161
Azura ASC Facility Administrator,0.011137629276054098,0.011137629276054098
Solutions Sales Specialist (Y1 OTE $110k),0.01346389228886169,0.008567931456548347
Associate Category Manager,0.012750455373406194,0.00546448087431694
Infrastructure/Sales Engineer,0.010670731707317074,0.018292682926829267
Vice President, Business Affairs - Unscripted,0.008771929824561403,0.005263157894736842
Marketing & Events Coordinator,0.00625,0.0046875
Client Strategy Consultant,0.01607717041800643,0.006430868167202572
Marketing Account Coordinator/Marketing Account Manager,0.010903426791277258,0.009345794392523364
Technical Marketing Sales Support - Proposals,0.009671179883945842,0.01160541586073501
Alteryx Developer - Senior,0.01394169835234474,0.0076045627376425855
Macy's Bayfair Center, San Leandro, CA: Sales Manager,0.01936619718309859,0.008802816901408451
Pre-owned Auto Sales Consultant,0.024,0.008
USDA Sponsored Programs Account Manager,0.011764705882352941,0.009411764705882352
Branch Sales & Service Associate I (U)(MLO),0.00819672131147541,0.01288056206088993
Senior Graphic Designer,0.0018281535648994515,0.014625228519195612
Sr. Data Integration Systems Analyst-Informatica, AWS,0.021705426356589147,0.004651162790697674
SVP, Data Solutions,0.024963289280469897,0.014684287812041116
Home Care Sales/Marketing (full time or part time),0.01240694789081886,0.009925558312655087
Assistant Store Leader,0.014687882496940025,0.0073439412484700125
Manager of Customer Success - Duo Security,0.016666666666666666,0.024242424242424242
Business/Management Analyst,0.03592814371257485,0.005988023952095809
Major Account Manager (AMSL2711),0.01694915254237288,0.00847457627118644
